instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,ntemp,ftemp,atemp,natemp,fatemp,hum,nhum,fhum,windspeed,nwindspeed,fwindspeed,casual,registered,cnt,day
11691,2012/5/7,2,1,5,7,0,1,1,2,0.48,19.68,1,0.4697,23.485,2,0.82,82,4,0.1045,7.0015,1,18,367,385,1
11692,2012/5/7,2,1,5,8,0,1,1,2,0.5,20.5,2,0.4848,24.24,2,0.82,82,4,0.194,12.998,2,31,608,639,1
11693,2012/5/7,2,1,5,9,0,1,1,2,0.5,20.5,2,0.4848,24.24,2,0.82,82,4,0.2239,15.0013,2,61,289,350,1
11694,2012/5/7,2,1,5,10,0,1,1,2,0.52,21.32,2,0.5,25,2,0.77,77,3,0.194,12.998,2,62,128,190,1
11695,2012/5/7,2,1,5,11,0,1,1,2,0.54,22.14,2,0.5152,25.76,2,0.73,73,3,0.194,12.998,2,64,149,213,1
11696,2012/5/7,2,1,5,12,0,1,1,2,0.56,22.96,2,0.5303,26.515,2,0.68,68,3,0.2239,15.0013,2,74,189,263,1
11697,2012/5/7,2,1,5,13,0,1,1,2,0.6,24.6,2,0.6212,31.06,3,0.53,53,2,0.3284,22.0028,3,75,197,272,1
11698,2012/5/7,2,1,5,14,0,1,1,2,0.62,25.42,2,0.6212,31.06,3,0.5,50,2,0.3582,23.9994,3,59,180,239,1
11699,2012/5/7,2,1,5,15,0,1,1,2,0.62,25.42,2,0.6212,31.06,3,0.53,53,2,0.2985,19.9995,3,76,186,262,1
11700,2012/5/7,2,1,5,16,0,1,1,2,0.6,24.6,2,0.6212,31.06,3,0.53,53,2,0.3881,26.0027,3,68,320,388,1
11701,2012/5/7,2,1,5,17,0,1,1,2,0.6,24.6,2,0.6212,31.06,3,0.53,53,2,0.3284,22.0028,3,102,667,769,1
11702,2012/5/7,2,1,5,18,0,1,1,2,0.6,24.6,2,0.6212,31.06,3,0.53,53,2,0.3582,23.9994,3,78,602,680,1
11703,2012/5/7,2,1,5,19,0,1,1,1,0.58,23.78,2,0.5455,27.275,2,0.56,56,2,0.3284,22.0028,3,83,463,546,1
11704,2012/5/7,2,1,5,20,0,1,1,1,0.54,22.14,2,0.5152,25.76,2,0.52,52,2,0.2836,19.0012,3,46,277,323,1
11705,2012/5/7,2,1,5,21,0,1,1,2,0.54,22.14,2,0.5152,25.76,2,0.45,45,2,0.2239,15.0013,2,37,210,247,1
11706,2012/5/7,2,1,5,22,0,1,1,2,0.54,22.14,2,0.5152,25.76,2,0.45,45,2,0.2537,16.9979,2,26,147,173,0
11707,2012/5/7,2,1,5,23,0,1,1,2,0.54,22.14,2,0.5152,25.76,2,0.45,45,2,0.194,12.998,2,21,92,113,0
11708,2012/5/8,2,1,5,0,0,2,1,2,0.52,21.32,2,0.5,25,2,0.52,52,2,0.2537,16.9979,2,10,28,38,0
11709,2012/5/8,2,1,5,1,0,2,1,2,0.52,21.32,2,0.5,25,2,0.59,59,2,0.2239,15.0013,2,6,3,9,0
11710,2012/5/8,2,1,5,2,0,2,1,2,0.52,21.32,2,0.5,25,2,0.63,63,3,0.2985,19.9995,3,9,7,16,0
11711,2012/5/8,2,1,5,3,0,2,1,2,0.52,21.32,2,0.5,25,2,0.68,68,3,0.2836,19.0012,3,2,4,6,0
11712,2012/5/8,2,1,5,4,0,2,1,2,0.52,21.32,2,0.5,25,2,0.68,68,3,0.3284,22.0028,3,0,5,5,0
11713,2012/5/8,2,1,5,5,0,2,1,2,0.52,21.32,2,0.5,25,2,0.72,72,3,0.2836,19.0012,3,0,20,20,0
11714,2012/5/8,2,1,5,6,0,2,1,1,0.5,20.5,2,0.4848,24.24,2,0.77,77,3,0.2985,19.9995,3,7,158,165,0
11715,2012/5/8,2,1,5,7,0,2,1,1,0.52,21.32,2,0.5,25,2,0.72,72,3,0.2836,19.0012,3,21,442,463,1
11716,2012/5/8,2,1,5,8,0,2,1,2,0.54,22.14,2,0.5152,25.76,2,0.73,73,3,0.2985,19.9995,3,36,605,641,1
11717,2012/5/8,2,1,5,9,0,2,1,2,0.56,22.96,2,0.5303,26.515,2,0.68,68,3,0.3582,23.9994,3,37,258,295,1
11718,2012/5/8,2,1,5,10,0,2,1,2,0.58,23.78,2,0.5455,27.275,2,0.68,68,3,0.4179,27.9993,3,46,111,157,1
11719,2012/5/8,2,1,5,11,0,2,1,2,0.6,24.6,2,0.6061,30.305,3,0.64,64,3,0.3881,26.0027,3,60,157,217,1
11720,2012/5/8,2,1,5,12,0,2,1,2,0.62,25.42,2,0.6061,30.305,3,0.65,65,3,0.3284,22.0028,3,60,203,263,1
11721,2012/5/8,2,1,5,13,0,2,1,3,0.64,26.24,2,0.6061,30.305,3,0.65,65,3,0.2537,16.9979,2,53,166,219,1
11722,2012/5/8,2,1,5,14,0,2,1,3,0.62,25.42,2,0.6061,30.305,3,0.69,69,3,0.3284,22.0028,3,8,63,71,1
11723,2012/5/8,2,1,5,15,0,2,1,3,0.62,25.42,2,0.5909,29.545,2,0.73,73,3,0.2537,16.9979,2,40,94,134,1
11724,2012/5/8,2,1,5,16,0,2,1,3,0.64,26.24,2,0.6061,30.305,3,0.73,73,3,0.2239,15.0013,2,54,335,389,1
11725,2012/5/8,2,1,5,17,0,2,1,2,0.64,26.24,2,0.6061,30.305,3,0.69,69,3,0.2836,19.0012,3,77,640,717,1
11726,2012/5/8,2,1,5,18,0,2,1,2,0.64,26.24,2,0.6061,30.305,3,0.69,69,3,0.2836,19.0012,3,69,641,710,1
11727,2012/5/8,2,1,5,19,0,2,1,2,0.64,26.24,2,0.6061,30.305,3,0.69,69,3,0.2836,19.0012,3,59,399,458,1
11728,2012/5/8,2,1,5,20,0,2,1,2,0.64,26.24,2,0.6061,30.305,3,0.69,69,3,0.2836,19.0012,3,40,262,302,1
11729,2012/5/8,2,1,5,21,0,2,1,2,0.64,26.24,2,0.6061,30.305,3,0.65,65,3,0.2836,19.0012,3,21,202,223,1
11730,2012/5/8,2,1,5,22,0,2,1,3,0.6,24.6,2,0.5758,28.79,2,0.78,78,3,0.2537,16.9979,2,13,134,147,0
11731,2012/5/8,2,1,5,23,0,2,1,3,0.6,24.6,2,0.5758,28.79,2,0.78,78,3,0.3284,22.0028,3,10,53,63,0
11732,2012/5/9,2,1,5,0,0,3,1,2,0.58,23.78,2,0.5455,27.275,2,0.83,83,4,0.194,12.998,2,8,27,35,0
11733,2012/5/9,2,1,5,1,0,3,1,2,0.6,24.6,2,0.5758,28.79,2,0.78,78,3,0.2537,16.9979,2,3,11,14,0
11734,2012/5/9,2,1,5,2,0,3,1,3,0.56,22.96,2,0.5303,26.515,2,0.88,88,4,0.4478,30.0026,4,0,1,1,0
11735,2012/5/9,2,1,5,3,0,3,1,3,0.56,22.96,2,0.5303,26.515,2,0.88,88,4,0.1642,11.0014,2,0,2,2,0
11736,2012/5/9,2,1,5,4,0,3,1,3,0.56,22.96,2,0.5303,26.515,2,0.88,88,4,0.2239,15.0013,2,0,5,5,0
11737,2012/5/9,2,1,5,5,0,3,1,2,0.56,22.96,2,0.5303,26.515,2,0.88,88,4,0.1343,8.9981,1,1,27,28,0
11738,2012/5/9,2,1,5,6,0,3,1,2,0.56,22.96,2,0.5303,26.515,2,0.88,88,4,0.1045,7.0015,1,5,121,126,0
11739,2012/5/9,2,1,5,7,0,3,1,2,0.56,22.96,2,0.5303,26.515,2,0.94,94,4,0.194,12.998,2,17,401,418,1
11740,2012/5/9,2,1,5,8,0,3,1,2,0.6,24.6,2,0.5606,28.03,2,0.83,83,4,0.1343,8.9981,1,28,594,622,1
11741,2012/5/9,2,1,5,9,0,3,1,2,0.6,24.6,2,0.5606,28.03,2,0.83,83,4,0,0,0,40,285,325,1
11742,2012/5/9,2,1,5,10,0,3,1,2,0.62,25.42,2,0.6061,30.305,3,0.65,65,3,0.2537,16.9979,2,40,113,153,1
11743,2012/5/9,2,1,5,11,0,3,1,2,0.62,25.42,2,0.6212,31.06,3,0.59,59,2,0.2985,19.9995,3,45,156,201,1
11744,2012/5/9,2,1,5,12,0,3,1,2,0.62,25.42,2,0.6212,31.06,3,0.57,57,2,0.2239,15.0013,2,58,222,280,1
11745,2012/5/9,2,1,5,13,0,3,1,2,0.64,26.24,2,0.6212,31.06,3,0.53,53,2,0.2537,16.9979,2,50,216,266,1
11746,2012/5/9,2,1,5,14,0,3,1,2,0.64,26.24,2,0.6212,31.06,3,0.53,53,2,0.2537,16.9979,2,68,175,243,1
11747,2012/5/9,2,1,5,15,0,3,1,2,0.64,26.24,2,0.6212,31.06,3,0.53,53,2,0.1045,7.0015,1,68,191,259,1
11748,2012/5/9,2,1,5,16,0,3,1,2,0.66,27.06,2,0.6212,31.06,3,0.5,50,2,0.194,12.998,2,68,289,357,1
11749,2012/5/9,2,1,5,17,0,3,1,2,0.64,26.24,2,0.6212,31.06,3,0.53,53,2,0.1343,8.9981,1,76,629,705,1
11750,2012/5/9,2,1,5,18,0,3,1,3,0.52,21.32,2,0.5,25,2,0.77,77,3,0.5821,39.0007,5,23,349,372,1
11751,2012/5/9,2,1,5,19,0,3,1,3,0.5,20.5,2,0.4848,24.24,2,0.77,77,3,0.3582,23.9994,3,2,96,98,1
11752,2012/5/9,2,1,5,20,0,3,1,3,0.5,20.5,2,0.4848,24.24,2,0.82,82,4,0.2239,15.0013,2,3,48,51,1
11753,2012/5/9,2,1,5,21,0,3,1,3,0.5,20.5,2,0.4848,24.24,2,0.82,82,4,0.1642,11.0014,2,4,30,34,1
11754,2012/5/9,2,1,5,22,0,3,1,3,0.48,19.68,1,0.4697,23.485,2,0.82,82,4,0.1045,7.0015,1,5,62,67,0
11755,2012/5/9,2,1,5,23,0,3,1,3,0.48,19.68,1,0.4697,23.485,2,0.82,82,4,0.194,12.998,2,8,47,55,0
11756,2012/5/10,2,1,5,0,0,4,1,3,0.5,20.5,2,0.4848,24.24,2,0.77,77,3,0.1642,11.0014,2,2,31,33,0
11757,2012/5/10,2,1,5,1,0,4,1,2,0.48,19.68,1,0.4697,23.485,2,0.88,88,4,0.1343,8.9981,1,2,9,11,0
11758,2012/5/10,2,1,5,2,0,4,1,2,0.48,19.68,1,0.4697,23.485,2,0.88,88,4,0.1045,7.0015,1,0,3,3,0
11759,2012/5/10,2,1,5,3,0,4,1,1,0.46,18.86,1,0.4545,22.725,2,0.88,88,4,0.2239,15.0013,2,0,3,3,0
11760,2012/5/10,2,1,5,4,0,4,1,1,0.46,18.86,1,0.4545,22.725,2,0.77,77,3,0.194,12.998,2,0,2,2,0
11761,2012/5/10,2,1,5,5,0,4,1,1,0.46,18.86,1,0.4545,22.725,2,0.72,72,3,0.2985,19.9995,3,1,23,24,0
11762,2012/5/10,2,1,5,6,0,4,1,1,0.44,18.04,1,0.4394,21.97,2,0.72,72,3,0.2239,15.0013,2,9,130,139,0
11763,2012/5/10,2,1,5,7,0,4,1,1,0.44,18.04,1,0.4394,21.97,2,0.72,72,3,0.2985,19.9995,3,8,393,401,1
11764,2012/5/10,2,1,5,8,0,4,1,1,0.46,18.86,1,0.4545,22.725,2,0.67,67,3,0.3582,23.9994,3,27,603,630,1
11765,2012/5/10,2,1,5,9,0,4,1,1,0.5,20.5,2,0.4848,24.24,2,0.59,59,2,0.4627,31.0009,4,62,299,361,1
11766,2012/5/10,2,1,5,10,0,4,1,1,0.5,20.5,2,0.4848,24.24,2,0.51,51,2,0.4179,27.9993,3,42,112,154,1
11767,2012/5/10,2,1,5,11,0,4,1,1,0.52,21.32,2,0.5,25,2,0.48,48,2,0.5224,35.0008,4,77,179,256,1
11768,2012/5/10,2,1,5,12,0,4,1,1,0.52,21.32,2,0.5,25,2,0.48,48,2,0.4179,27.9993,3,65,207,272,1
11769,2012/5/10,2,1,5,13,0,4,1,1,0.54,22.14,2,0.5152,25.76,2,0.39,39,1,0.4478,30.0026,4,90,228,318,1
11770,2012/5/10,2,1,5,14,0,4,1,1,0.56,22.96,2,0.5303,26.515,2,0.37,37,1,0.4179,27.9993,3,61,186,247,1
11771,2012/5/10,2,1,5,15,0,4,1,1,0.54,22.14,2,0.5152,25.76,2,0.37,37,1,0.3881,26.0027,3,79,192,271,1
11772,2012/5/10,2,1,5,16,0,4,1,1,0.58,23.78,2,0.5455,27.275,2,0.3,30,1,0.4627,31.0009,4,87,334,421,1
11773,2012/5/10,2,1,5,17,0,4,1,1,0.6,24.6,2,0.6212,31.06,3,0.31,31,1,0.3881,26.0027,3,84,648,732,1
11774,2012/5/10,2,1,5,18,0,4,1,1,0.56,22.96,2,0.5303,26.515,2,0.35,35,1,0.5224,35.0008,4,109,661,770,1
11775,2012/5/10,2,1,5,19,0,4,1,1,0.54,22.14,2,0.5152,25.76,2,0.37,37,1,0.3582,23.9994,3,84,469,553,1
11776,2012/5/10,2,1,5,20,0,4,1,1,0.52,21.32,2,0.5,25,2,0.4,40,2,0.3284,22.0028,3,59,315,374,1
11777,2012/5/10,2,1,5,21,0,4,1,1,0.5,20.5,2,0.4848,24.24,2,0.42,42,2,0.194,12.998,2,19,211,230,1
11778,2012/5/10,2,1,5,22,0,4,1,1,0.5,20.5,2,0.4848,24.24,2,0.42,42,2,0.1045,7.0015,1,36,196,232,0
11779,2012/5/10,2,1,5,23,0,4,1,1,0.48,19.68,1,0.4697,23.485,2,0.48,48,2,0.1045,7.0015,1,23,112,135,0
11780,2012/5/11,2,1,5,0,0,5,1,1,0.46,18.86,1,0.4545,22.725,2,0.55,55,2,0.1045,7.0015,1,17,47,64,0
11781,2012/5/11,2,1,5,1,0,5,1,1,0.46,18.86,1,0.4545,22.725,2,0.51,51,2,0.1343,8.9981,1,14,32,46,0
11782,2012/5/11,2,1,5,2,0,5,1,1,0.46,18.86,1,0.4545,22.725,2,0.44,44,2,0.1642,11.0014,2,15,16,31,0
11783,2012/5/11,2,1,5,3,0,5,1,1,0.46,18.86,1,0.4545,22.725,2,0.41,41,2,0.2836,19.0012,3,5,8,13,0
11784,2012/5/11,2,1,5,4,0,5,1,1,0.42,17.22,1,0.4242,21.21,2,0.5,50,2,0.194,12.998,2,3,6,9,0
11785,2012/5/11,2,1,5,5,0,5,1,1,0.42,17.22,1,0.4242,21.21,2,0.47,47,2,0.1642,11.0014,2,3,23,26,0
11786,2012/5/11,2,1,5,6,0,5,1,1,0.42,17.22,1,0.4242,21.21,2,0.5,50,2,0.2537,16.9979,2,7,128,135,0
11787,2012/5/11,2,1,5,7,0,5,1,1,0.42,17.22,1,0.4242,21.21,2,0.5,50,2,0.2537,16.9979,2,6,345,351,1
11788,2012/5/11,2,1,5,8,0,5,1,1,0.46,18.86,1,0.4545,22.725,2,0.44,44,2,0.2537,16.9979,2,41,579,620,1
11789,2012/5/11,2,1,5,9,0,5,1,1,0.48,19.68,1,0.4697,23.485,2,0.41,41,2,0.2985,19.9995,3,34,288,322,1
11790,2012/5/11,2,1,5,10,0,5,1,1,0.52,21.32,2,0.5,25,2,0.36,36,1,0.3284,22.0028,3,69,141,210,1
11791,2012/5/11,2,1,5,11,0,5,1,1,0.56,22.96,2,0.5303,26.515,2,0.35,35,1,0.2537,16.9979,2,88,203,291,1
11792,2012/5/11,2,1,5,12,0,5,1,1,0.56,22.96,2,0.5303,26.515,2,0.28,28,1,0.4179,27.9993,3,89,259,348,1
11793,2012/5/11,2,1,5,13,0,5,1,1,0.6,24.6,2,0.6061,30.305,3,0.26,26,1,0.3881,26.0027,3,100,263,363,1
11794,2012/5/11,2,1,5,14,0,5,1,1,0.62,25.42,2,0.6061,30.305,3,0.23,23,1,0.2239,15.0013,2,116,218,334,1
11795,2012/5/11,2,1,5,15,0,5,1,1,0.62,25.42,2,0.6061,30.305,3,0.25,25,1,0.194,12.998,2,140,299,439,1
11796,2012/5/11,2,1,5,16,0,5,1,1,0.62,25.42,2,0.6061,30.305,3,0.25,25,1,0.3284,22.0028,3,128,397,525,1
11797,2012/5/11,2,1,5,17,0,5,1,1,0.64,26.24,2,0.6061,30.305,3,0.23,23,1,0.2537,16.9979,2,102,677,779,1
11798,2012/5/11,2,1,5,18,0,5,1,1,0.64,26.24,2,0.6061,30.305,3,0.23,23,1,0.2836,19.0012,3,78,518,596,1
11799,2012/5/11,2,1,5,19,0,5,1,1,0.64,26.24,2,0.6061,30.305,3,0.23,23,1,0.2537,16.9979,2,73,430,503,1
11800,2012/5/11,2,1,5,20,0,5,1,1,0.62,25.42,2,0.6061,30.305,3,0.25,25,1,0.1343,8.9981,1,64,277,341,1
11801,2012/5/11,2,1,5,21,0,5,1,1,0.6,24.6,2,0.6061,30.305,3,0.28,28,1,0.1045,7.0015,1,45,225,270,1
11802,2012/5/11,2,1,5,22,0,5,1,1,0.56,22.96,2,0.5303,26.515,2,0.35,35,1,0.2239,15.0013,2,44,190,234,0
11803,2012/5/11,2,1,5,23,0,5,1,1,0.54,22.14,2,0.5152,25.76,2,0.37,37,1,0.194,12.998,2,38,142,180,0
11804,2012/5/12,2,1,5,0,0,6,0,1,0.52,21.32,2,0.5,25,2,0.42,42,2,0.1642,11.0014,2,25,111,136,0
11805,2012/5/12,2,1,5,1,0,6,0,1,0.5,20.5,2,0.4848,24.24,2,0.48,48,2,0,0,0,14,79,93,0
11806,2012/5/12,2,1,5,2,0,6,0,1,0.46,18.86,1,0.4545,22.725,2,0.59,59,2,0.1343,8.9981,1,10,46,56,0
11807,2012/5/12,2,1,5,3,0,6,0,1,0.48,19.68,1,0.4697,23.485,2,0.59,59,2,0,0,0,14,20,34,0
11808,2012/5/12,2,1,5,4,0,6,0,1,0.44,18.04,1,0.4394,21.97,2,0.67,67,3,0.1045,7.0015,1,3,6,9,0
11809,2012/5/12,2,1,5,5,0,6,0,1,0.42,17.22,1,0.4242,21.21,2,0.67,67,3,0.1343,8.9981,1,5,8,13,0
11810,2012/5/12,2,1,5,6,0,6,0,1,0.42,17.22,1,0.4242,21.21,2,0.67,67,3,0.0896,6.0032,1,10,23,33,0
11811,2012/5/12,2,1,5,7,0,6,0,1,0.42,17.22,1,0.4242,21.21,2,0.71,71,3,0.1343,8.9981,1,10,57,67,1
11812,2012/5/12,2,1,5,8,0,6,0,1,0.52,21.32,2,0.5,25,2,0.48,48,2,0,0,0,22,156,178,1
11813,2012/5/12,2,1,5,9,0,6,0,1,0.54,22.14,2,0.5152,25.76,2,0.49,49,2,0,0,0,87,248,335,1
11814,2012/5/12,2,1,5,10,0,6,0,1,0.56,22.96,2,0.5303,26.515,2,0.49,49,2,0.0896,6.0032,1,132,279,411,1
11815,2012/5/12,2,1,5,11,0,6,0,1,0.62,25.42,2,0.6212,31.06,3,0.41,41,2,0.0896,6.0032,1,157,365,522,1
11816,2012/5/12,2,1,5,12,0,6,0,1,0.64,26.24,2,0.6212,31.06,3,0.36,36,1,0.1642,11.0014,2,206,353,559,1
11817,2012/5/12,2,1,5,13,0,6,0,1,0.64,26.24,2,0.6212,31.06,3,0.36,36,1,0.194,12.998,2,293,366,659,1
11818,2012/5/12,2,1,5,14,0,6,0,1,0.66,27.06,2,0.6212,31.06,3,0.36,36,1,0.194,12.998,2,257,358,615,1
11819,2012/5/12,2,1,5,15,0,6,0,1,0.68,27.88,2,0.6212,31.06,3,0.24,24,1,0.194,12.998,2,269,321,590,1
11820,2012/5/12,2,1,5,16,0,6,0,2,0.7,28.7,2,0.6364,31.82,3,0.21,21,1,0.194,12.998,2,254,337,591,1
11821,2012/5/12,2,1,5,17,0,6,0,2,0.66,27.06,2,0.6212,31.06,3,0.36,36,1,0.194,12.998,2,233,343,576,1
11822,2012/5/12,2,1,5,18,0,6,0,2,0.66,27.06,2,0.6212,31.06,3,0.31,31,1,0.194,12.998,2,164,382,546,1
11823,2012/5/12,2,1,5,19,0,6,0,2,0.64,26.24,2,0.6212,31.06,3,0.36,36,1,0.1642,11.0014,2,166,273,439,1
11824,2012/5/12,2,1,5,20,0,6,0,1,0.62,25.42,2,0.6212,31.06,3,0.46,46,2,0.1642,11.0014,2,113,174,287,1
11825,2012/5/12,2,1,5,21,0,6,0,2,0.6,24.6,2,0.6061,30.305,3,0.6,60,3,0.1343,8.9981,1,74,156,230,1
11826,2012/5/12,2,1,5,22,0,6,0,1,0.56,22.96,2,0.5303,26.515,2,0.68,68,3,0.1343,8.9981,1,62,212,274,0
11827,2012/5/12,2,1,5,23,0,6,0,1,0.58,23.78,2,0.5455,27.275,2,0.56,56,2,0.0896,6.0032,1,42,134,176,0
11828,2012/5/13,2,1,5,0,0,0,0,1,0.56,22.96,2,0.5303,26.515,2,0.64,64,3,0.1642,11.0014,2,19,79,98,0
11829,2012/5/13,2,1,5,1,0,0,0,2,0.54,22.14,2,0.5152,25.76,2,0.68,68,3,0.1343,8.9981,1,22,72,94,0
11830,2012/5/13,2,1,5,2,0,0,0,2,0.54,22.14,2,0.5152,25.76,2,0.68,68,3,0.1642,11.0014,2,22,60,82,0
11831,2012/5/13,2,1,5,3,0,0,0,2,0.54,22.14,2,0.5152,25.76,2,0.64,64,3,0.1343,8.9981,1,2,26,28,0
11832,2012/5/13,2,1,5,4,0,0,0,2,0.54,22.14,2,0.5152,25.76,2,0.68,68,3,0.194,12.998,2,2,7,9,0
11833,2012/5/13,2,1,5,5,0,0,0,1,0.52,21.32,2,0.5,25,2,0.72,72,3,0.194,12.998,2,4,8,12,0
11834,2012/5/13,2,1,5,6,0,0,0,1,0.52,21.32,2,0.5,25,2,0.68,68,3,0.1642,11.0014,2,6,15,21,0
11835,2012/5/13,2,1,5,7,0,0,0,1,0.52,21.32,2,0.5,25,2,0.68,68,3,0.1642,11.0014,2,18,42,60,1
11836,2012/5/13,2,1,5,8,0,0,0,1,0.56,22.96,2,0.5303,26.515,2,0.64,64,3,0.1642,11.0014,2,32,124,156,1
11837,2012/5/13,2,1,5,9,0,0,0,1,0.6,24.6,2,0.6212,31.06,3,0.56,56,2,0.1343,8.9981,1,79,143,222,1
11838,2012/5/13,2,1,5,10,0,0,0,1,0.6,24.6,2,0.6061,30.305,3,0.6,60,3,0.2537,16.9979,2,128,222,350,1
11839,2012/5/13,2,1,5,11,0,0,0,1,0.62,25.42,2,0.6212,31.06,3,0.57,57,2,0.2537,16.9979,2,150,278,428,1
11840,2012/5/13,2,1,5,12,0,0,0,1,0.64,26.24,2,0.6212,31.06,3,0.57,57,2,0.2239,15.0013,2,189,342,531,1
11841,2012/5/13,2,1,5,13,0,0,0,1,0.68,27.88,2,0.6364,31.82,3,0.54,54,2,0.2537,16.9979,2,255,347,602,1
11842,2012/5/13,2,1,5,14,0,0,0,1,0.7,28.7,2,0.6515,32.575,3,0.48,48,2,0.1343,8.9981,1,228,324,552,1
11843,2012/5/13,2,1,5,15,0,0,0,1,0.72,29.52,2,0.6515,32.575,3,0.45,45,2,0.3582,23.9994,3,190,309,499,1
11844,2012/5/13,2,1,5,16,0,0,0,1,0.72,29.52,2,0.6515,32.575,3,0.42,42,2,0.2537,16.9979,2,225,339,564,1
11845,2012/5/13,2,1,5,17,0,0,0,1,0.7,28.7,2,0.6364,31.82,3,0.45,45,2,0.4179,27.9993,3,191,287,478,1
11846,2012/5/13,2,1,5,18,0,0,0,2,0.68,27.88,2,0.6364,31.82,3,0.44,44,2,0.3582,23.9994,3,129,260,389,1
11847,2012/5/13,2,1,5,19,0,0,0,2,0.66,27.06,2,0.6212,31.06,3,0.5,50,2,0.4179,27.9993,3,107,232,339,1
11848,2012/5/13,2,1,5,20,0,0,0,2,0.66,27.06,2,0.6212,31.06,3,0.5,50,2,0.2836,19.0012,3,67,163,230,1
11849,2012/5/13,2,1,5,21,0,0,0,2,0.64,26.24,2,0.6212,31.06,3,0.53,53,2,0.194,12.998,2,48,121,169,1
11850,2012/5/13,2,1,5,22,0,0,0,2,0.62,25.42,2,0.6061,30.305,3,0.61,61,3,0.1642,11.0014,2,42,89,131,0
11851,2012/5/13,2,1,5,23,0,0,0,2,0.62,25.42,2,0.6212,31.06,3,0.57,57,2,0.2239,15.0013,2,17,57,74,0
11852,2012/5/14,2,1,5,0,0,1,1,2,0.6,24.6,2,0.6212,31.06,3,0.56,56,2,0.2537,16.9979,2,21,14,35,0
11853,2012/5/14,2,1,5,1,0,1,1,2,0.6,24.6,2,0.6061,30.305,3,0.6,60,3,0.2836,19.0012,3,5,6,11,0
11854,2012/5/14,2,1,5,2,0,1,1,1,0.6,24.6,2,0.6061,30.305,3,0.6,60,3,0.2985,19.9995,3,1,1,2,0
11855,2012/5/14,2,1,5,3,0,1,1,2,0.58,23.78,2,0.5455,27.275,2,0.68,68,3,0.3284,22.0028,3,0,2,2,0
11856,2012/5/14,2,1,5,4,0,1,1,2,0.54,22.14,2,0.5152,25.76,2,0.77,77,3,0.2239,15.0013,2,3,3,6,0
11857,2012/5/14,2,1,5,5,0,1,1,2,0.54,22.14,2,0.5152,25.76,2,0.77,77,3,0.1642,11.0014,2,1,25,26,0
11858,2012/5/14,2,1,5,6,0,1,1,3,0.52,21.32,2,0.5,25,2,0.94,94,4,0.2985,19.9995,3,3,62,65,0
11859,2012/5/14,2,1,5,7,0,1,1,3,0.52,21.32,2,0.5,25,2,0.94,94,4,0.194,12.998,2,3,72,75,1
11860,2012/5/14,2,1,5,8,0,1,1,3,0.54,22.14,2,0.5152,25.76,2,0.88,88,4,0.2239,15.0013,2,1,155,156,1
11861,2012/5/14,2,1,5,9,0,1,1,3,0.54,22.14,2,0.5152,25.76,2,0.88,88,4,0.2836,19.0012,3,5,105,110,1
11862,2012/5/14,2,1,5,10,0,1,1,3,0.54,22.14,2,0.5152,25.76,2,0.88,88,4,0.2537,16.9979,2,6,53,59,1
11863,2012/5/14,2,1,5,11,0,1,1,2,0.56,22.96,2,0.5303,26.515,2,0.83,83,4,0.2239,15.0013,2,12,67,79,1
11864,2012/5/14,2,1,5,12,0,1,1,2,0.56,22.96,2,0.5303,26.515,2,0.88,88,4,0.2836,19.0012,3,53,132,185,1
11865,2012/5/14,2,1,5,13,0,1,1,2,0.62,25.42,2,0.5909,29.545,2,0.73,73,3,0.2239,15.0013,2,33,143,176,1
11866,2012/5/14,2,1,5,14,0,1,1,2,0.62,25.42,2,0.5909,29.545,2,0.73,73,3,0.2537,16.9979,2,43,128,171,1
11867,2012/5/14,2,1,5,15,0,1,1,2,0.62,25.42,2,0.5909,29.545,2,0.73,73,3,0.1642,11.0014,2,40,156,196,1
11868,2012/5/14,2,1,5,16,0,1,1,3,0.62,25.42,2,0.6061,30.305,3,0.69,69,3,0.2836,19.0012,3,20,91,111,1
11869,2012/5/14,2,1,5,17,0,1,1,3,0.56,22.96,2,0.5303,26.515,2,0.88,88,4,0.2537,16.9979,2,25,204,229,1
11870,2012/5/14,2,1,5,18,0,1,1,2,0.58,23.78,2,0.5455,27.275,2,0.83,83,4,0,0,0,17,283,300,1
11871,2012/5/14,2,1,5,19,0,1,1,3,0.58,23.78,2,0.5455,27.275,2,0.88,88,4,0.1343,8.9981,1,10,294,304,1
11872,2012/5/14,2,1,5,20,0,1,1,2,0.58,23.78,2,0.5455,27.275,2,0.88,88,4,0.194,12.998,2,11,178,189,1
11873,2012/5/14,2,1,5,21,0,1,1,2,0.58,23.78,2,0.5455,27.275,2,0.83,83,4,0.0896,6.0032,1,7,145,152,1
11874,2012/5/14,2,1,5,22,0,1,1,2,0.58,23.78,2,0.5455,27.275,2,0.78,78,3,0.0896,6.0032,1,11,118,129,0
11875,2012/5/14,2,1,5,23,0,1,1,2,0.58,23.78,2,0.5455,27.275,2,0.78,78,3,0.1045,7.0015,1,11,64,75,0
11876,2012/5/15,2,1,5,0,0,2,1,2,0.56,22.96,2,0.5303,26.515,2,0.88,88,4,0.1343,8.9981,1,7,25,32,0
11877,2012/5/15,2,1,5,1,0,2,1,3,0.56,22.96,2,0.5303,26.515,2,0.88,88,4,0.1343,8.9981,1,5,14,19,0
